Utility Characteristics,,,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
,,,,,,,,,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers
2023,7490,Grand River Dam Authority,A,Bundled,O,OK,State,SWPP,.,.,.,3705.7,55724,47,237350.8,3970356,29,.,.,.,241056.5,4026080,76
2023,7548,PUD No 1 of Grays Harbor County,A,Bundled,O,WA,Political Subdivision,BPAT,64851.2,526311,39541,34484.9,319611,5661,6862.8,84348,21,.,.,.,106198.9,930270,45223
2023,7554,Green Mountain Energy Company,B,Energy,O,IL,Retail Power Marketer,PJM,7430.2,56300,8904,23.8,170,5,0,0,0,0,0,0,7454,56470,8909
2023,7554,Green Mountain Energy Company,B,Energy,O,MA,Retail Power Marketer,ISNE,2263,10567,1706,0,0,0,0,0,0,0,0,0,2263,10567,1706
2023,7554,Green Mountain Energy Company,B,Energy,O,MD,Retail Power Marketer,PJM,3487.5,20887,2169,0,0,0,0,0,0,0,0,0,3487.5,20887,2169
2023,7554,Green Mountain Energy Company,B,Energy,O,NJ,Retail Power Marketer,PJM,883.5,5018,606,190.8,1949,89,0,0,0,0,0,0,1074.3,6967,695
2023,7554,Green Mountain Energy Company,B,Energy,O,NY,Retail Power Marketer,NYIS,53399,288514,64006,7423.9,102156,431,0,0,0,0,0,0,60822.9,390670,64437
2023,7554,Green Mountain Energy Company,B,Energy,O,PA,Retail Power Marketer,PJM,43997.9,325807,34926,1451.4,17132,24,0,0,0,0,0,0,45449.3,342939,34950
2023,7554,Green Mountain Energy Company,D,Bundled,O,TX,Retail Power Marketer,ERCO,572157,3479300,304709,145261.8,1323633,33660,0,0,0,0,0,0,717418.8,4802933,338369
2023,7558,Grayson Rural Electric Coop Corp,A,Bundled,O,KY,Cooperative,PJM,25618,157443,14405,10888,114404,1169,2338,29139,2,.,.,.,38844,300986,15576
2023,7559,"Grayson-Collin Elec Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,155995,1155434,79446,30782,237369,4563,.,.,.,.,.,.,186777,1392803,84009
2023,7561,"Greenbelt Electric Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,5108,27878,3878,3210,22053,844,13756,150639,910,0,0,0,22074,200570,5632
2023,7563,Grand Valley Power,A,Bundled,O,CO,Cooperative,PSCO,26538,167676,16936,10348,75468,2164,1397,11542,190,.,.,.,38283,254686,19290
2023,7601,Green Mountain Power Corp,A,Bundled,O,VT,Investor Owned,ISNE,327241,1556800,225952,263759,1443403,47258,109359,1032826,75,0,0,0,700359,4033029,273285
2023,7625,City of Greeneville - (TN),A,Bundled,O,TN,Municipal,TVA,53446,447491,32244,35833,288307,8087,21409,330243,18,0,0,0,110688,1066041,40349
2023,7627,City of Greenfield - (IN),A,Bundled,O,IN,Municipal,MISO,12985,104970,11580,10147,89246,1053,14864,156285,11,.,.,.,37996,350501,12644
2023,7634,City of Greenville - (TX),A,Bundled,O,TX,Municipal,ERCO,25817,185577,14508,39601,353878,2222,.,.,.,.,.,.,65418,539455,16730
2023,7639,Greenville Utilities Comm,A,Bundled,O,NC,Municipal,CPLE,90822.8,818129,64801,58988.1,598478,7730,20931.6,304363,463,0,0,0,170742.5,1720970,72994
2023,7646,Greenwood CPW,A,Bundled,O,SC,Municipal,DUK,10961,110310,11670,13431,169307,2983,.,.,.,.,.,.,24392,279617,14653
2023,7651,Greenwood Utilities Comm,A,Bundled,O,MS,Municipal,MISO,11072.2,91770,7343,14271.1,123529,1714,3557.9,36436,8,.,.,.,28901.2,251735,9065
2023,7654,Greer Commission of Public Wks,A,Bundled,O,SC,Municipal,DUK,28600,223718,21216,20759,196318,11680,.,.,.,.,.,.,49359,420036,32896
2023,7679,City of Griffin - (GA),A,Bundled,O,GA,Municipal,SOCO,22822.6,155396,13685,23492.1,156298,2372,8415.8,88509,24,.,.,.,54730.5,400203,16081
2023,7716,Groton Dept of Utilities - (CT),A,Bundled,O,CT,Municipal,ISNE,20644.9,102873,12240,18110.7,93202,1594,26226.9,204586,16,0,0,0,64982.5,400661,13850
2023,7752,Guadalupe Valley Elec Coop Inc,A,Bundled,O,TX,Cooperative,ERCO,170279.7,1324859,88756,43885.5,367978,9868,71754.6,1158104,1057,.,.,.,285919.8,2850941,99681
2023,7785,"Gulf Coast Electric Coop, Inc",A,Bundled,O,FL,Cooperative,SOCO,40918.7,289127,20780,9409.3,71309,1522,.,.,.,.,.,.,50328,360436,22302
2023,7827,Guntersville Electric Board,A,Bundled,O,AL,Municipal,TVA,8853,70695,4799,10818,87115,1994,7023,86061,5,0,0,0,26694,243871,6798
2023,7887,Habersham Electric Membership Corp,A,Bundled,O,GA,Cooperative,SOCO,57340,416315,34490,10965,89648,2603,1225,11994,16,.,.,.,69530,517957,37109
2023,7891,Guernsey-Muskingum El Coop Inc,A,Bundled,O,OH,Cooperative,PJM,27581.2,167083,15210,7101.7,46979,1953,4121.9,29949,10,.,.,.,38804.8,244011,17173
2023,7908,Hagerstown Light Department,A,Bundled,O,MD,Municipal,PJM,11122.1,158493,15054,6190.9,84805,2579,3489.3,58260,49,0,0,0,20802.3,301558,17682
2023,7977,City of Hamilton - (OH),A,Bundled,O,OH,Municipal,PJM,39297.1,239362,26823,31305.4,295099,2850,9274.9,80399,62,0,0,0,79877.4,614860,29735
2023,7979,Hamilton County Elec Coop Assn,A,Bundled,O,TX,Cooperative,ERCO,36202.4,248915,19321,4515,32761,805,.,.,.,.,.,.,40717.4,281676,20126
2023,8000,NineStar Connect,A,Bundled,O,IN,Cooperative,MISO,38454,250912,16953,3962.3,26563,1143,5171.5,44486,45,.,.,.,47587.8,321961,18141
2023,8034,Hancock-Wood Electric Coop Inc,A,Bundled,O,OH,Cooperative,PJM,24287.8,148266,11323,14347.6,100922,2316,11461.7,102437,12,.,.,.,50097.1,351625,13651
2023,8055,City of Hannibal - (MO),A,Bundled,O,MO,Municipal,MISO,9056.9,77466,7567,3369.7,27993,1165,10334.6,120115,89,0,0,0,22761.2,225574,8821
2023,8147,City of Harriman - (TN),A,Bundled,O,TN,Municipal,TVA,16189,119651,9277,9201,61953,1940,3545,70221,1,0,0,0,28935,251825,11218
2023,8179,Harrison County Rural E M C,A,Bundled,O,IN,Cooperative,MISO,45269,332671,22918,10067.5,80042,1433,6696.6,60508,19,.,.,.,62033.1,473221,24370
2023,8198,City of Harrisonburg - (VA),A,Bundled,O,VA,Municipal,PJM,23694,197730,18037,38636,362819,3600,10853,122709,14,.,.,.,73183,683258,21651
2023,8210,Hart Electric Member Corp,A,Bundled,O,GA,Cooperative,SOCO,45016,366788,29829,22507,190139,9288,2218,25401,23,.,.,.,69741,582328,39140
2023,8212,Hartford Electric,A,Bundled,O,WI,Municipal,MISO,6118.2,50772,6922,8708.3,80358,978,12065.6,156660,7,0,0,0,26892.1,287790,7907
2023,8226,City of Hartselle,A,Bundled,O,AL,Municipal,TVA,7147,59201,4519,6879,57775,1192,1913,28152,2,0,0,0,15939,145128,5713
2023,8245,City of Hastings - (NE),A,Bundled,O,NE,Municipal,SWPP,12027,113929,11409,10460,107109,2322,13524,196359,127,0,0,.,36011,417397,13858
2023,8287,Hawaii Electric Light Co Inc,A,Bundled,O,HI,Investor Owned,NA,197949.3,425521,77647,162082.4,363269,11454,98125.6,254766,101,.,.,.,458157.3,1043556,89202
2023,8319,Heartland Power Coop,A,Bundled,O,IA,Cooperative,MISO,10124.9,84249,4348,4663.7,45111,943,14513.3,203970,10,.,.,.,29301.9,333330,5301
2023,8319,Heartland Power Coop,A,Bundled,O,MN,Cooperative,MISO,115,974,38,.,.,.,.,.,.,.,.,.,115,974,38
2023,8333,Haywood Electric Member Corp,A,Bundled,O,GA,Cooperative,DUK,636,3596,426,5,26,6,.,.,.,.,.,.,641,3622,432
2023,8333,Haywood Electric Member Corp,A,Bundled,O,NC,Cooperative,DUK,45909,274393,27874,3279.9,26433,920,881,7321,19,.,.,.,50069.9,308147,28813
2023,8333,Haywood Electric Member Corp,A,Bundled,O,SC,Cooperative,DUK,10,54,9,9,56,5,.,.,.,.,.,.,19,110,14
2023,8447,Hendricks County Rural E M C,A,Bundled,O,IN,Cooperative,MISO,68269.7,496020,36628,31615.2,289921,1011,4521.4,53624,5,.,.,.,104406.3,839565,37644
2023,8449,Henderson City Utility Comm,A,Bundled,O,KY,Municipal,MISO,11021.9,113272,10320,9080.8,101255,1611,19846.7,289412,34,.,.,.,39949.4,503939,11965
2023,8548,City of Hickman,A,Bundled,O,KY,Municipal,TVA,1320,9110,837,1053,6527,226,0,0,0,0,0,0,2373,15637,1063
2023,8566,High Plains Power Inc,A,Bundled,O,WY,Cooperative,WACM,21238,155751,12721,4617,43126,406,55869,675105,708,0,0,0,81724,873982,13835
2023,8570,Highline Electric Assn,A,Bundled,O,CO,Cooperative,WACM,7370.3,55814,5043,7746.7,58884,1375,23434.1,217136,2104,.,.,.,38551.1,331834,8522
2023,8570,Highline Electric Assn,A,Bundled,O,NE,Cooperative,WACM,1127.7,8865,757,1012.3,8048,196,7757.4,58727,1045,.,.,.,9897.4,75640,1998
2023,8571,Town of High Point,A,Bundled,O,NC,Municipal,DUK,45375.9,385275,37642,62847.5,595821,5983,14602.4,164690,197,0,0,0,122825.8,1145786,43822
2023,8620,"HILCO Electric Cooperative, Inc.",A,Bundled,O,TX,Cooperative,ERCO,78614,485263,25689,29104,185070,8421,1035,11181,1,.,.,.,108753,681514,34111
2023,8699,Inland Power & Light Company,A,Bundled,O,ID,Cooperative,BPAT,3159.2,36757,2087,414.7,4628,152,2.4,16,3,.,.,.,3576.3,41401,2242
2023,8699,Inland Power & Light Company,A,Bundled,O,WA,Cooperative,BPAT,62174.5,720048,40607,17373.8,206331,3286,5484.9,89846,507,.,.,.,85033.2,1016225,44400
2023,8723,City of Holland,A,Bundled,O,MI,Municipal,MISO,20411,182459,26100,32125,307399,4581,44792,669463,174,.,.,.,97328,1159321,30855
2023,8748,City of Holly Springs,A,Bundled,O,MS,Municipal,TVA,13081,107102,9193,8369,61240,2702,902,9312,2,0,0,0,22352,177654,11897
2023,8761,Holmes-Wayne Electric Coop Inc,A,Bundled,O,OH,Cooperative,PJM,27550.3,173363,14632,13663.1,97719,3238,10014.1,92269,22,0,0,0,51227.5,363351,17892
2023,8764,"Holston Electric Coop, Inc",A,Bundled,O,TN,Cooperative,TVA,43390,343020,25632,19206,137719,6518,19959,275048,17,0,0,0,82555,755787,32167
2023,8773,"Holy Cross Electric Assn, Inc",A,Bundled,O,CO,Cooperative,PSCO,84019,692227,49688,53933,523188,11069,6393,60623,22,0,0,0,144345,1276038,60779
2023,8774,City of Holyoke - (MA),A,Bundled,O,MA,Municipal,ISNE,16785,106148,14092,32096,221926,2898,5170,46007,22,0,0,0,54051,374081,17012
2023,8786,Horry Electric Coop Inc,A,Bundled,O,SC,Cooperative,SC,133760,1036315,81842,31852,228538,12684,3494,34267,11,.,.,.,169106,1299120,94537
2023,8795,City of Homestead - (FL),A,Bundled,O,FL,Municipal,HST,54196.6,373914,23540,5550.9,66541,2105,12633.6,166133,612,.,.,.,72381.1,606588,26257
2023,8840,City of Hope - (AR),A,Bundled,O,AR,Municipal,MISO,8018,63289,5814,13238,108542,1086,4628,43546,1,.,.,.,25884,215377,6901
2023,8846,City of Hopkinsville,A,Bundled,O,KY,Municipal,TVA,13899,113081,9809,15194,119412,3066,6151,98305,3,0,0,0,35244,330798,12878
2023,8883,Houlton Water Company,A,Bundled,O,ME,Municipal,NBSO,3991.5,35017,3907,2278.4,20178,1509,2298.9,23002,77,0,0,0,8568.8,78197,5493
2023,8883,Houlton Water Company,C,Delivery,O,ME,Municipal,NBSO,0,0,0,1.6,37,2,812.9,37840,1,0,0,0,814.5,37877,3
2023,8884,Terrebonne Parish Consol Gov't,A,Bundled,O,LA,Municipal,MISO,16734,175738,11009,13805,146905,2817,.,.,.,.,.,.,30539,322643,13826
2023,8898,Houston County Elec Coop Inc,A,Bundled,O,TX,Cooperative,ERCO,38086.6,225013,21331,7810.5,61916,1450,9994.9,123052,9,.,.,.,55892,409981,22790
2023,8934,"Howell-Oregon Elec Coop, Inc",A,Bundled,O,MO,Cooperative,AECI,36205.5,299193,22888,6028.3,55873,2484,4352.6,47231,119,.,.,.,46586.4,402297,25491
2023,8973,Town of Hudson - (MA),A,Bundled,O,MA,Municipal,ISNE,13618.1,101718,11405,4337.9,40537,1850,10612.5,71407,166,.,.,.,28568.5,213662,13421
2023,9023,City of Humboldt,A,Bundled,O,TN,Municipal,TVA,4727,42112,3488,6708,60887,1056,5905,98895,5,0,0,0,17340,201894,4549
2023,9087,Town of Huntersville - (NC),A,Bundled,O,NC,Municipal,DUK,10391,83161,7651,6110,59839,760,8093,122514,2,.,.,.,24594,265514,8413
2023,9094,City of Huntsville - (AL),A,Bundled,O,AL,Municipal,TVA,290422,2528789,175492,231525,2074922,20493,33173,460091,29,0,0,0,555120,5063802,196014
2023,9096,City of Lafayette - (LA),A,Bundled,O,LA,Municipal,MISO,91207,897716,59209,103990,1149468,12312,.,.,.,.,.,.,195197,2047184,71521
2023,9124,Hustisford Utilities,A,Bundled,O,WI,Municipal,MISO,1568.2,11028,1319,983.7,7281,280,0,0,0,0,0,0,2551.9,18309,1599
2023,9130,Hutchinson Utilities Comm,A,Bundled,O,MN,Municipal,MISO,5914,56305,6615,8815,97788,1001,8066,106372,3,0,0,0,22795,260465,7619
2023,9187,City of Idaho Falls - (ID),A,Bundled,O,ID,Municipal,PACE,29202,333545,27097,28007,379493,4585,3933,69600,6,0,0,0,61142,782638,31688
2023,9191,Idaho Power Co,A,Bundled,O,ID,Investor Owned,IPCO,665200.3,5712006,510236,364667.6,4115571,74093,393776.8,5037800,19901,0,0,0,1423644.7,14865377,604230
2023,9191,Idaho Power Co,A,Bundled,O,OR,Investor Owned,IPCO,21308,190708,14012,15024.8,153592,3650,26719.7,305314,2373,0,0,.,63052.5,649614,20035
2023,9216,Imperial Irrigation District,A,Bundled,O,CA,Political Subdivision,IID,319543.5,1817915,140906,263718.7,1512024,21868,15056.8,73952,805,0,0,0,598319,3403891,163579
2023,9230,City of Independence - (IA),A,Bundled,O,IA,Municipal,MISO,3016.6,21290,2717,4107.9,40300,478,1191.6,14744,1,0,0,0,8316.1,76334,3196
2023,9231,City of Independence - (MO),A,Bundled,O,MO,Municipal,SWPP,79858.6,525158,53611,54105,385645,5070,6385.7,60796,13,.,.,.,140349.3,971599,58694
2023,9246,"Indian Electric Coop, Inc",A,Bundled,O,OK,Cooperative,SWPP,25860.5,233526,14668,21341,212628,5654,12015.2,188668,12,.,.,.,59216.7,634822,20334
2023,9273,AES Indiana,A,Bundled,O,IN,Investor Owned,MISO,660558.8,4801479,462848,241945.9,1729602,54998,622445.3,5940242,5546,0,0,0,1524950,12471323,523392
2023,9292,Inter County Energy Coop Corp - (KY),A,Bundled,O,KY,Cooperative,PJM,45283,335990,26444,7051,56138,1342,15824,220983,10,.,.,.,68158,613111,27796
2023,9324,Indiana Michigan Power Co,A,Bundled,O,IN,Investor Owned,PJM,654789.8,4070840,418915,456544.6,4007461,56016,524196.7,6518226,4013,0,0,0,1635531.1,14596527,478944
2023,9324,Indiana Michigan Power Co,A,Bundled,O,MI,Investor Owned,PJM,173846.3,1104472,112109,108908.9,969405,18763,62346.8,562640,754,0,0,0,345102,2636517,131626
2023,9324,Indiana Michigan Power Co,C,Delivery,O,MI,Investor Owned,PJM,.,.,.,618.2,49204,24,1766.2,230692,20,0,0,0,2384.4,279896,44
2023,9331,Intercounty Electric Coop Assn - (MO),A,Bundled,O,MO,Cooperative,AECI,52641,427319,29520,6955,69465,2020,3097,44509,16,.,.,.,62693,541293,31556
2023,9336,CORE Electric Cooperative,A,Bundled,O,CO,Cooperative,PSCO,237964,1638230,161800,98740,816371,13914,5839,63485,11,.,.,.,342543,2518086,175725
2023,9417,Interstate Power and Light Co,A,Bundled,O,IA,Investor Owned,MISO,640617,3586061,414637,531265,4019638,85827,501542,6334335,1348,0,0,0,1673424,13940034,501812
2023,9425,Iowa Lakes Electric Coop,A,Bundled,O,IA,Cooperative,SWPP,22501.6,176748,9653,15470.2,135406,3410,21173.6,277392,75,.,.,.,59145.4,589546,13138
2023,9431,Irwin Electric Membership Corp,A,Bundled,O,GA,Cooperative,SOCO,21575,130702,10886,3266,19994,408,5886,36311,1523,.,.,.,30727,187007,12817
2023,9475,Itasca-Mantrap Co-op Electrical Assn,A,Bundled,O,MN,Cooperative,MISO,15672,125936,11101,2394.7,20185,1069,13043.4,150635,402,.,.,.,31110.1,296756,12572
2023,9575,Jackson Energy Coop Corp - (KY),A,Bundled,O,KY,Cooperative,PJM,86203.5,628613,49145,16499.3,136482,3782,13248.8,161085,14,.,.,.,115951.6,926180,52941
2023,9576,Jackson County Rural E M C - (IN),A,Bundled,O,IN,Cooperative,MISO,56284,351986,24050,6998,49745,1168,4919,43912,23,.,.,.,68201,445643,25241
2023,9590,"Jackson Electric Coop, Inc - (TX)",A,Bundled,O,TX,Cooperative,ERCO,23235,177415,15605,7428,75324,1731,42486,644537,56,.,.,.,73149,897276,17392
2023,9601,Jackson Electric Member Corp - (GA),A,Bundled,O,GA,Cooperative,SOCO,380615.3,3178004,232048,185740.9,1571177,22221,59374.4,798970,252,0,0,0,625730.6,5548151,254521
2023,9605,Jackson Purchase Energy Corporation,A,Bundled,O,KY,Cooperative,MISO,49070.5,325420,24010,36236.1,452560,6519,4736.5,43585,7,.,.,.,90043.1,821565,30536
2023,9612,City of Jackson - (TN),A,Bundled,O,TN,Municipal,TVA,46156,387306,31060,61641,539283,6899,43110,703643,32,0,0,0,150907,1630232,37991
2023,9613,City of Lebanon - (IN),A,Bundled,O,IN,Municipal,MISO,9169.3,74284,7892,3843.7,28563,1100,14005.8,138615,142,.,.,.,27018.8,241462,9134
2023,9616,Beaches Energy Services,A,Bundled,O,FL,Municipal,FPL,64519.5,435244,30377,40893.6,257407,5601,.,.,.,.,.,.,105413.1,692651,35978
2023,9617,JEA,A,Bundled,O,FL,Municipal,JEA,747535,5658254,455609,464396.6,4018964,59706,232567,2613583,199,394.7,3845,1,1444893.3,12294646,515515
2023,9645,Jamestown Board of Public Util,A,Bundled,O,NY,Municipal,NYIS,12401.8,152765,16088,12303.1,149003,2671,6753.1,100611,116,0,0,0,31458,402379,18875
2023,9665,Jasper County Rural E M C,A,Bundled,O,IN,Cooperative,MISO,14509.6,100609,7683,13450.8,117508,948,3710,47994,2,.,.,.,31670.4,266111,8633
2023,9667,City of Jasper - (IN),A,Bundled,O,IN,Municipal,MISO,7881.9,69622,6436,11261.6,106598,1249,11194.6,98471,80,.,.,.,30338.1,274691,7765
2023,9668,"Jasper-Newton Elec Coop, Inc",A,Bundled,O,TX,Cooperative,MISO,40933,285799,21030,7478,45787,2501,13063,134624,171,0,0,0,61474,466210,23702
2023,9682,"Jefferson Davis Elec Coop, Inc",A,Bundled,O,LA,Cooperative,MISO,19144,135776,8840,5903,44726,1490,5815,60637,118,.,.,.,30862,241139,10448
2023,9689,Jefferson Electric Member Corp,A,Bundled,O,GA,Cooperative,SOCO,58541,434662,34249,9018,69252,1965,8362,93104,419,.,.,.,75921,597018,36633
2023,9690,Jefferson Utilities,A,Bundled,O,WI,Municipal,MISO,3500.8,29874,3720,5241.4,49361,577,1259.8,15599,1,0,0,0,10002,94834,4298
2023,9697,City of Jellico,A,Bundled,O,KY,Municipal,TVA,2719,21712,1774,746,5196,350,0,0,0,0,0,0,3465,26908,2124
2023,9697,City of Jellico,A,Bundled,O,TN,Municipal,TVA,2554,20451,1617,2281,17105,674,4874,91824,1,0,0,0,9709,129380,2292
2023,9699,"Jemez Mountains Elec Coop, Inc",A,Bundled,O,NM,Cooperative,WALC,29638.4,195767,28041,20481.1,147958,3566,2435.8,20656,9,.,.,.,52555.3,364381,31616
2023,9726,Jersey Central Power & Lt Co,A,Bundled,O,NJ,Investor Owned,PJM,1197072.3,8547995,945888,401196.5,2966883,93421,25312.1,207137,1255,0,0,0,1623580.9,11722015,1040564
2023,9726,Jersey Central Power & Lt Co,C,Delivery,O,NJ,Investor Owned,PJM,36867.6,751906,84350,195440.8,5193354,37261,40535.7,1543682,964,1543.7,75220,1,274387.8,7564162,122576
2023,9739,Joe Wheeler Elec Member Corp,A,Bundled,O,AL,Cooperative,TVA,77432,560715,36462,40757,301094,9042,48079,777688,20,0,0,0,166268,1639497,45524
2023,9750,"Jo-Carroll Energy, Inc",A,Bundled,O,IL,Cooperative,MISO,28096,150857,17315,14137,96401,2855,8888,81076,83,.,.,.,51121,328334,20253
2023,9750,"Jo-Carroll Energy, Inc",C,Delivery,O,IL,Cooperative,MISO,.,.,.,.,.,.,1401.9,186843,1,.,.,.,1401.9,186843,1
2023,9777,Johnson City - (TN),A,Bundled,O,TN,Municipal,TVA,119141,944531,71459,81187,709248,11808,10330,192509,11,0,0,0,210658,1846288,83278
2023,9778,Johnson County Rural E M C,A,Bundled,O,IN,Cooperative,MISO,48064.1,348387,27630,15268.8,113830,3061,7502.7,97935,36,.,.,.,70835.6,560152,30727
2023,9837,Jones-Onslow Elec Member Corp,A,Bundled,O,NC,Cooperative,CPLE,122588.5,986921,77915,24466.3,238379,4551,3041.4,34336,4,.,.,.,150096.2,1259636,82470
2023,9879,City Water and Light Plant,A,Bundled,O,AR,Municipal,MISO,38572,488188,34591,25649,320128,5595,35546,558578,38,.,.,.,99767,1366894,40224
2023,9936,Juneau Utility Comm,A,Bundled,O,WI,Municipal,MISO,922.5,7639,941,2143,20492,198,1384.6,15467,2,0,0,0,4450.1,43598,1141
2023,9949,Just Energy,B,Energy,O,MA,Retail Power Marketer,ISNE,150.9,1130,215,19.1,137,6,0,0,0,0,0,0,170,1267,221
2023,9949,Just Energy,B,Energy,O,PA,Retail Power Marketer,PJM,25181.4,211590,18608,4.6,41,3,0,0,0,0,0,0,25186,211631,18611
2023,9949,Just Energy,D,Bundled,O,TX,Retail Power Marketer,ERCO,751329,5500532,347845,69547.5,536602,21828,0,0,0,0,0,0,820876.5,6037134,369673
2023,9964,Kenergy Corp,A,Bundled,O,KY,Cooperative,MISO,91318,637761,47100,38604,293141,12180,213007,4221469,27,0,0,0,342929,5152371,59307
2023,9996,City of Kansas City - (KS),A,Bundled,O,KS,Municipal,SWPP,87224,580620,60437,131170,1085584,7195,50908,493268,81,0,0,0,269302,2159472,67713
2023,9999,Kankakee Valley Rural E M C,A,Bundled,O,IN,Cooperative,MISO,31143.9,213163,18905,7896.1,51668,2615,2456.6,23362,11,.,.,.,41496.6,288193,21531
2023,10000,Evergy Metro,A,Bundled,O,KS,Investor Owned,SWPP,367371.4,2857073,242173,338166.2,3223639,31146,23650.6,243823,842,.,.,.,729188.2,6324535,274161
2023,10000,Evergy Metro,A,Bundled,O,MO,Investor Owned,SWPP,359949.9,2645456,271544,429967.1,4184013,33379,104998.3,1432098,892,237.1,1952,1,895152.4,8263519,305816
2023,10005,"Evergy Kansas South, Inc",A,Bundled,O,KS,Investor Owned,SWPP,411316,3161889,298842,331214.8,3136525,40902,243896.6,3383914,3161,.,.,.,986427.4,9682328,342905
2023,10009,Karnes Electric Coop Inc,A,Bundled,O,TX,Cooperative,ERCO,27983,267636,13560,55207,551922,9123,35506,539195,33,0,0,0,118696,1358753,22716
2023,10012,Kay Electric Coop,A,Bundled,O,OK,Cooperative,SWPP,6877,52758,4353,17278,154847,1552,15132,256439,7,.,.,.,39287,464044,5912
2023,10019,FreeState Electric Coop,A,Bundled,O,KS,Cooperative,SWPP,35151,222290,17398,5284,36589,1448,2027,23311,10,0,0,0,42462,282190,18856
2023,10056,City of Kaukauna,A,Bundled,O,WI,Municipal,MISO,15942.7,124819,14255,14417.7,138621,1956,25072.3,320029,15,0,0,0,55432.7,583469,16226
2023,10066,K C Electric Association,A,Bundled,O,CO,Cooperative,WACM,5330.5,40548,3401,15133.3,123265,2547,6533.6,57563,675,.,.,.,26997.4,221376,6623
2023,10071,Kauai Island Utility Cooperative,A,Bundled,O,HI,Cooperative,NA,72799.5,193950,30025,44536.3,117909,5035,52300.2,154564,113,0,0,0,169636,466423,35173
2023,10170,"Kiamichi Electric Coop, Inc",A,Bundled,O,OK,Cooperative,AECI,34310,272374,20918,9309,75888,2366,3598,44935,10,.,.,.,47217,393197,23294
2023,10171,Kentucky Utilities Co,A,Bundled,O,KY,Investor Owned,LGEE,664503.2,5545728,446660,617076.6,5252358,93742,439370.1,6006838,1645,.,.,.,1720949.9,16804924,542047
2023,10171,Kentucky Utilities Co,A,Bundled,O,VA,Investor Owned,LGEE,44495.2,312763,22764,28382.6,223886,4736,10193.9,77639,65,.,.,.,83071.7,614288,27565
2023,10210,Ketchikan Public Utilities,A,Bundled,O,AK,Municipal,NA,9169.5,77826,6559,8718.8,76969,1376,2288.5,23335,14,0,0,0,20176.8,178130,7949
2023,10226,"Utility Board of the City of Key West, F",A,Bundled,O,FL,Municipal,FMPP,58019,401690,27180,54878,354839,4600,.,.,.,.,.,.,112897,756529,31780
2023,10325,Kings River Conservation Dist,A,Bundled,O,CA,Political Subdivision,CISO,.,.,.,6213.9,781710,1,.,.,.,.,.,.,6213.9,781710,1
2023,10331,Kingsport Power Co,A,Bundled,O,TN,Investor Owned,PJM,82951,601847,42837,54513,372467,6106,94020,918517,197,0,0,0,231484,1892831,49140
2023,10345,City of Kinston - (NC),A,Bundled,O,NC,Municipal,CPLE,16187.1,123361,9934,14495.2,124848,1927,13887,168388,13,.,.,.,44569.3,416597,11874
2023,10370,City of Kirkwood - (MO),A,Bundled,O,MO,Municipal,MISO,13497,94075,9077,11709,83327,1246,968,5927,1,.,.,.,26174,183329,10324
2023,10376,Kissimmee Utility Authority,A,Bundled,O,FL,Municipal,FMPP,139461.1,1042836,75776,74887.7,586495,11633,16741.8,148113,48,.,.,.,231090.6,1777444,87457
2023,10378,"Kit Carson Electric Coop, Inc",A,Bundled,O,NM,Cooperative,PNM,24528.1,156492,25800,15413.7,113408,4610,1915.4,17542,10,.,.,.,41857.2,287442,30420
2023,10393,PUD No 1 of Klickitat County,A,Bundled,O,WA,Political Subdivision,BPAT,19698,170126,11803,10821,113189,2055,8446,158570,253,.,.,.,38965,441885,14111
2023,10421,Knoxville Utilities Board,A,Bundled,O,TN,Municipal,TVA,293927,2393498,190846,263300,2269486,25302,50597,1021658,27,0,0,0,607824,5684642,216175
2023,10433,Kodiak Electric Assn Inc,A,Bundled,O,AK,Cooperative,NA,6955,39602,4822,3853,22268,1253,13997,89032,118,.,.,.,24805,150902,6193
2023,10448,Kosciusko County Rural E M C,A,Bundled,O,IN,Cooperative,MISO,24005.9,185969,17431,.,.,.,26972.9,267135,1457,.,.,.,50978.8,453104,18888
2023,10451,Kotzebue Electric Assn Inc,A,Bundled,O,AK,Cooperative,NA,3300.9,7803,1194,4710.5,11798,124,0,0,0,0,0,0,8011.4,19601,1318
2023,10454,Kootenai Electric Cooperative,A,Bundled,O,ID,Cooperative,AVA,46913,410033,29976,15599.2,147424,2692,1828.8,27915,40,0,0,0,64341,585372,32708
2023,10454,Kootenai Electric Cooperative,A,Bundled,O,WA,Cooperative,AVA,247.3,2433,93,19.1,193,4,0.3,0,1,0,0,0,266.7,2626,98
2023,10508,Village of L'Anse - (MI),A,Bundled,O,MI,Municipal,MISO,764.9,4641,946,976.7,6628,187,0,0,0,0,0,0,1741.6,11269,1133
2023,10539,"La Plata Electric Assn, Inc",A,Bundled,O,CO,Cooperative,WACM,52557,326132,39537,32096.6,257886,6788,26920.7,343844,227,.,.,.,111574.3,927862,46552
